id,INFORMAL_GROUP_ID,RECOMMENDED_SCIENTIFIC_NAME,COMMON_NAME,SYNONYM
337227,19,Ampithoe rubricata,,
366853,19,Ampithoe valida,,
335928,19,Ampithoidae,,
341292,19,Ampithoinae,,
101180,86,Amplimerlinius,,
146703,86,Amplimerlinius caroli,,
17748,29,Ampulliferina,,
241473,29,Ampulliferina lauri,,
65687,29,Ampulloclitocybe,,
250000,29,Ampulloclitocybe clavipes,Club Foot,
220673,27,Amsinckia,,
23041,27,Amsinckia calycina,Hairy Fiddleneck,
141777,27,Amsinckia lycopsoides,Scarce Fiddleneck,
159519,27,Amsinckia micrantha,Common Fiddleneck,
159188,27,Amsinckia spectabilis,Seaside Fiddleneck,
177690,27,Amsinckia tessellata,Tessellate Fiddleneck,
154946,67,Amygdalaria,,
317082,67,Amygdalaria consentiens,,
212776,67,Amygdalaria pelobotryon,,
339472,73,Amygdalum,,
366352,73,Amygdalum peasei,,
339883,80,Amylax,,
337874,80,Amylax buxus,,
338079,80,Amylax triacantha,,
75399,29,Amylocarpus,,
13041,29,Amylocarpus encephaloides,,
139104,29,Amylocorticiaceae,,
43570,29,Amylostereaceae,,
75959,29,Amylostereum,,
124359,29,Amylostereum areolatum,,
35442,29,Amylostereum chailletii,,
110879,29,Amylostereum laevigatum,,
286780,5,Amynthas,,
101239,5,Amynthas corticis,,
256459,5,Amynthas gracilis,,
176775,5,Amynthas morrisi,,
228651,5,Amynthas rodericensis,,
68864,5,Amythasides,,
17432,5,Amythasides macroglossus,,
335265,7,Anabaena,,
121919,7,Anabaena aequalis,,
128127,7,Anabaena augstumalis,,
110207,7,Anabaena circinalis,,
337149,7,Anabaena crassa,,
253419,7,Anabaena cylindrica,,
66954,7,Anabaena delicatula,,
158228,7,Anabaena elliptica,,
45128,7,Anabaena inaequalis,,
17743,7,Anabaena macrospora,,
169705,7,Anabaena oscillarioides,,
220137,7,Anabaena planctonica,,
163517,7,Anabaena torulosa,,
332721,7,Anabaena torulosa,,
24382,7,Anabaena verrucosa,,
228105,7,Anabaena viguieri,,
192767,7,Anabaenopsis,,
218421,7,Anabaenopsis elenkinii,,
58605,43,Anabolia,,
290221,43,Anabolia brevipennis,,
39629,43,Anabolia nervosa,,
201107,63,Anabremia,,
220736,63,Anabremia bellevoyei,,
90454,63,Anabremia viciae,,
168102,39,Anacaena,,
128181,39,Anacaena bipustulata,,
212046,39,Anacaena globulus,,
214856,39,Anacaena limbata,,
138255,39,Anacaena limbata agg.,,
90549,39,Anacaena lutescens,,
14506,53,Anacampsis,,
63686,53,Anacampsis blattariella,,
251144,53,Anacampsis populella,,
106933,53,Anacampsis populella form fuscatella,,
241550,53,Anacampsis temerella,,
107012,27,Anacamptis,,
199690,27,Anacamptis morio,Green-winged Orchid,
21524,27,Anacamptis pyramidalis,Pyramidal Orchid,
227116,27,Anacamptis pyramidalis x Gymnadenia conopsea = X Gymnanacamptis anacamptis,,
62064,27,Anacardiaceae,,
290229,62,Anaceratagallia,,
285939,62,Anaceratagallia frisia,,
156598,62,Anaceratagallia laevis,,
254660,62,Anaceratagallia ribauti,,
288304,62,Anaceratagallia venosa,,
231737,48,Anacharis,,
97420,48,Anacharis eucharioides,,
173669,48,Anacharis immunis,,
317411,45,Anaciaeschna,,
317713,45,Anaciaeschna isoceles,Norfolk Hawker,Norfolk Aeshna
220186,63,Anaclileia,,
103137,63,Anaclileia dispar,,
285687,54,Anacridium,,
251580,54,Anacridium aegyptium,Egyptian Grasshopper,
213629,27,Anacyclus,,
108080,27,Anacyclus clavatus,,
76215,27,Anacyclus radiatus,,
188499,27,Anacyclus valentinus,,
334903,73,Anadarinae,,
80066,27,Anagallis,,
214739,27,Anagallis arvensis,Scarlet Pimpernel,
200651,27,Anagallis arvensis arvensis azurea,,
147329,27,Anagallis arvensis arvensis carnea,,
26957,27,Anagallis arvensis arvensis lilacina,,
22321,27,Anagallis arvensis arvensis pallida,,
10147,27,Anagallis arvensis arvensis viridiflora,,
101293,27,Anagallis arvensis ssp. arvensis,Scarlet Pimpernel,
91791,27,Anagallis arvensis ssp. foemina,Blue Pimpernel,
156444,27,Anagallis minima,Chaffweed,
216363,27,Anagallis monelli,Garden Pimpernel,
86019,27,Anagallis tenella,Bog Pimpernel,
99041,27,Anagallis x doerfleri,,
49647,39,Anaglyptus,,
120721,39,Anaglyptus mysticus,,
32281,63,Anagnota,,
212559,63,Anagnota bicolor,,
150542,62,Anakelisia,,
217891,62,Anakelisia fasciata,,
14125,62,Anakelisia perspicillata,,
198768,72,Anamastigona,,
248466,72,Anamastigona pulchella,,
9373,73,Anamenia,,
36845,73,Anamenia borealis,,
48986,53,Anania,,
124832,53,Anania funebris,White-spotted Sable,
32749,53,Anania verbascalis,,
334614,19,Anapagurus,,
332112,19,Anapagurus chiroacanthus,,
339336,19,Anapagurus hyndmanni,,
335270,19,Anapagurus laevis,,
198883,63,Anapausis,,
213577,63,Anapausis dalmatina,,
219039,63,Anapausis floricola,,
222735,63,Anapausis nigripes,,
148535,63,Anapausis rectinervis,,
18001,63,Anapausis soluta,,
180276,63,Anapausis talpae,,
177915,27,Anaphalis,,
226603,27,Anaphalis margaritacea,Pearly Everlasting,Marguerite
134353,27,Anaphalis triplinervis,Three-nerved Pearly Everlasting,
107034,61,Anaphothrips,,
88472,61,Anaphothrips badius,,
119143,61,Anaphothrips obscurus,,
290322,9,Anaplectes,,
289137,9,Anaplectes rubriceps,Red-headed Weaver,
130291,53,Anaplectoides,,
258160,53,Anaplectoides prasina,Green Arches,
181913,86,Anaplectus,,
81078,86,Anaplectus granulosus,,
178515,86,Anaplectus porosus,,
113487,86,Anaplectus similis,,
285486,99,Anaporrhutum,,
290980,99,Anaporrhutum richardii,,
88598,67,Anaptychia,,
37562,67,Anaptychia ciliaris,,
83422,67,Anaptychia ciliaris ssp. ciliaris,,
166804,67,Anaptychia ciliaris ssp. mamillata,,
334264,67,Anaptychia fusca,,
334638,67,Anaptychia runcinata,,
239838,63,Anarete,,
169723,63,Anarete candidata,,
76460,63,Anarete coracina,,
70532,63,Anarete corni,,
230554,63,Anarete johnsoni,,
190413,63,Anarete lacteipennis,,
71038,63,Anarete triarthra,,
148163,63,Anaretella,,
52460,63,Anaretella defecta,,
238456,10,Anarhichadidae,,
73502,10,Anarhichas,,
331425,10,Anarhichas denticulatus,Jelly Cat,
20599,10,Anarhichas lupus,Wolf Fish,Wolf-fish
86050,10,Anarhichas minor,Spotted Catfish,
45793,27,Anarrhinum,,
143821,27,Anarrhinum bellidifolium,Daisy-leaved Toadflax,
198314,53,Anarsia,,
85748,53,Anarsia lineatella,Peach Twig Borer,
27372,53,Anarsia spartiella,,
209521,53,Anarta,,
244891,53,Anarta cordigera,Small Dark Yellow Underwing,
170123,53,Anarta melanopa,Broad-bordered White Underwing,
73035,53,Anarta myrtilli,Beautiful Yellow Underwing,
121440,11,Anarthropora,,
52044,11,Anarthropora monodon,,
337204,19,Anarthrura,,
235654,19,Anarthrura simplex,,
366843,19,Anarthrurella,,
366851,19,Anarthrurella clairae,,
341017,19,Anarthruridae,,
205620,9,Anas,,
167554,9,Anas acuta,Pintail,Northern Pintail
205482,9,Anas acuta ssp. acuta,,
150637,9,Anas americana,American Wigeon,
285609,9,Anas aucklandica,Auckland Teal,
253478,9,Anas bahamensis,White-cheeked Pintail,
124714,9,Anas capensis,Cape Teal,
137638,9,Anas carolinensis,Green-winged Teal,
133463,9,Anas castanea,Chestnut Teal,
14955,9,Anas clypeata,Shoveler,Northern Shoveler
155148,9,Anas crecca,Teal,Common Teal
73034,9,Anas crecca ssp. crecca,,
197274,9,Anas cyanoptera,Cinnamon Teal,
90768,9,Anas discors,Blue-winged Teal,
110550,9,Anas erythrorhyncha,Red-billed Duck,
23589,9,Anas falcata,Falcated Teal,
57390,9,Anas flavirostris,SpeckledChilean Teal,
193401,9,Anas formosa,Baikal Teal,
119968,9,Anas georgica,Yellow-billed Pintail,
285844,9,Anas gracilis,Grey Teal,
144804,9,Anas hottentota,Hottentot Teal,
285925,9,Anas laysanensis,Laysan Duck,
116022,9,Anas luzonica,Philippine Duck,
128910,9,Anas penelope,Wigeon,Eurasian Wigeon
124493,9,Anas platalea,Red Shoveler,
98605,9,Anas platyrhynchos,Mallard,
25324,9,Anas platyrhynchos ssp. platyrhynchos,,
198715,9,Anas platyrhynchos x,,
290600,9,Anas poecilorhyncha,Indian Spot-billed Duck,
285483,9,Anas puna,Puna Teal,
39136,9,Anas querquedula,Garganey,
233671,9,Anas rhynchotis,Australian Shoveler,
225182,9,Anas rubripes,Black Duck,American Black Duck
165992,9,Anas sibilatrix,Chiloë Wigeon,
12604,9,Anas strepera,Gadwall,
290959,9,Anas superciliosa,Pacific Black Duck,
30613,9,Anas undulata,African Yellowbill,
95029,9,Anas versicolor,Silver Teal,
340506,11,Anasca,,
233994,63,Anasimyia,,
158474,63,Anasimyia contracta,,
95207,63,Anasimyia interpuncta,,
221888,63,Anasimyia lineata,,
163551,63,Anasimyia lunulata,,
27538,63,Anasimyia transfuga,,
338157,73,Anaspidea,,
168279,39,Anaspis,,
219876,39,Anaspis bohemica,,
58932,39,Anaspis frontalis,,
175710,39,Anaspis garneysi,,
76677,39,Anaspis humeralis,,
105815,39,Anaspis lurida,,
226004,39,Anaspis maculata,,
119856,39,Anaspis pulicaria,,
181988,39,Anaspis regimbarti,,
241539,39,Anaspis thoracica,,
227980,39,Anaspis costai,,
144240,39,Anaspis rufilabris,,
222576,39,Anaspis melanostoma,,
155301,39,Anastrangalia,,
52665,39,Anastrangalia sanguinolenta,,
119357,63,Anastrepha,,
213715,63,Anastrepha obliqua,,
367088,63,Anastrepha species indet,,
154288,68,Anastrepta,,
215567,68,Anastrepta orcadensis,Orkney Notchwort,
207053,68,Anastrophyllum,,
209316,68,Anastrophyllum alpinum,,
88449,68,Anastrophyllum donnianum,Donn's Notchwort,
11570,68,Anastrophyllum hellerianum,Heller's Notchwort,
288784,68,Anastrophyllum joergensenii,Joergensen's Notchwort,
288358,68,Anastrophyllum joergensenii,,
246069,68,Anastrophyllum minutum,Comb Notchwort,
122800,68,Anastrophyllum saxicola,Curled Notchwort,
341776,19,Anatanaini,,
161490,63,Anatella,,
93145,63,Anatella alpina,,
131526,63,Anatella ankeli,,
237046,63,Anatella bremia,,
85312,63,Anatella ciliata,,
128768,63,Anatella dampfi,,
176409,63,Anatella emergens,,
126653,63,Anatella flavomaculata,,
192285,63,Anatella lenis,,
81838,63,Anatella longisetosa,,
237767,63,Anatella minuta,,
138305,63,Anatella pseudogibba,,
98158,63,Anatella setigera,,
180877,63,Anatella simpatica,,
60811,63,Anatella turi,,
14678,63,Anatella unguigera,,
18133,9,Anatidae,,
185544,39,Anatis,,
123673,39,Anatis ocellata,Eyed Ladybird,
250099,73,Anatoma,,
81753,73,Anatoma crispata,,
338485,73,Anatomidae,,
257527,86,Anatonchidae,,
213382,86,Anatonchus,,
47038,86,Anatonchus dolichurus,,
149757,86,Anatonchus gracilicaudatus,,
32573,86,Anatonchus tridentatus,,
130189,63,Anatopynia,,
170383,63,Anatopynia plumipes,,
287194,53,Anatrachyntis,,
193606,53,Anatrachyntis badia,,
317058,53,Anatrachyntis rileyi,Pink Bud Moth,
366415,53,Anatrachyntis simplex,,
153428,29,Anavirga,,
207137,29,Anavirga dendromorpha,,
211264,29,Anavirga laxa,,
90905,45,Anax,,
317777,45,Anax ephippiger,Vagrant Emperor,Vagrant Emperor Dragonfly
84646,45,Anax imperator,Emperor Dragonfly,Blue Emperor
192204,45,Anax junius,Green Darner,Common Green Darner
92769,45,Anax parthenope,Lesser Emperor,Lesser Emperor Dragonfly
6817,19,Anchialina,,
332133,19,Anchialina agilis,,
137035,19,Anchistrocheles,,
14771,19,Anchistrocheles acerosa,,
52906,19,Anchistropus,,
46527,19,Anchistropus emarginatus,,
289090,19,Anchistrotos,,
333369,19,Anchistrotos zeugopteri,,
194363,39,Anchomenus,,
255007,39,Anchomenus dorsalis,,
238976,39,Anchonidium,,
36822,39,Anchonidium unguiculare,,
53715,27,Anchusa,,
54532,27,Anchusa arvensis,Bugloss,Field Bugloss
26329,27,Anchusa arvensis ssp. arvensis,,
196159,27,Anchusa arvensis ssp. orientalis,,
192269,27,Anchusa azurea,Garden Anchusa,
48348,27,Anchusa capensis,Cape Alkanet,
97797,27,Anchusa ochroleuca,Yellow Alkanet,
204135,27,Anchusa ochroleuca x officinalis = A. x baumgartenii,,
89036,27,Anchusa officinalis,Alkanet,True Alkanet
173085,27,Anchusa strigosa,,
242650,27,Anchusa stylosa,,
55980,27,Anchusa undulata,,
9572,27,Anchusa variegata,,
337147,19,Anchylomera,,
335401,19,Anchylomera blossevillei,,
196819,19,Anchylomera blossevillii,,
74356,48,Ancistrocerus,,
40471,48,Ancistrocerus antilope,,
205804,48,Ancistrocerus gazella,,
187492,48,Ancistrocerus nigricornis,,
237678,48,Ancistrocerus oviventris,,
180357,48,Ancistrocerus oviventris ssp. hibernicus,,
90021,48,Ancistrocerus oviventris ssp. oviventris,,
39908,48,Ancistrocerus parietinus,,
208639,48,Ancistrocerus parietum,Wall Mason Wasp,
196305,48,Ancistrocerus quadratus,,
225443,48,Ancistrocerus scoticus,,
174342,48,Ancistrocerus trifasciatus,,
79807,39,Ancistronycha,,
145990,39,Ancistronycha abdominalis,Blue Soldier Beetle,
196615,5,Ancistrosyllis,,
39964,5,Ancistrosyllis groenlandica,,
365775,5,Ancistrosyllis hamata,,
333345,19,Ancorabolidae,,
334170,19,Ancorabolinae,,
73962,19,Ancorabolus,,
124813,19,Ancorabolus mirabilis,,
42072,91,Ancorina,,
228748,91,Ancorina radix,,
216982,91,Ancorinidae,,
97532,73,Ancula,,
254554,73,Ancula gibbosa,,
149360,53,Ancylis,,
152274,53,Ancylis achatana,,
243799,53,Ancylis apicella,,
20092,53,Ancylis badiana,,
104672,53,Ancylis comptana,,
173666,53,Ancylis diminutana,,
87064,53,Ancylis geminana,,
156158,53,Ancylis laetana,,
180667,53,Ancylis mitterbacheriana,,
174058,53,Ancylis myrtillana,,
217232,53,Ancylis obtusana,,
114047,53,Ancylis paludana,,
149001,53,Ancylis subarcuana,,
83178,53,Ancylis tineana,,
161506,53,Ancylis uncella,,
201077,53,Ancylis unculana,,
39569,53,Ancylis unguicella,,
105041,53,Ancylis upupana,,
11546,29,Ancylistaceae,,
287260,99,Ancylocoelium,,
289939,99,Ancylocoelium typicum,,
98927,53,Ancylodes,,
199521,53,Ancylodes pallens,,
121429,53,Ancylolomia,,
5373,53,Ancylolomia tentaculella,,
109170,53,Ancylosis,,
208830,53,Ancylosis cinnamomella,,
8919,53,Ancylosis oblitella,,
122925,73,Ancylus,,
244312,73,Ancylus fluviatilis,,
137696,19,Ancyroniscus,,
136799,19,Ancyroniscus bonnieri,,
331846,19,Andaniexinae,,
51028,19,Andaniexis,,
335471,19,Andaniexis abyssi,,
168330,75,Andreaea,,
190066,75,Andreaea alpestris,Slender Rock-moss,
189012,75,Andreaea alpina,Alpine Rock-moss,
51249,75,Andreaea blyttii,Blytt's Rock-moss,
101609,75,Andreaea crassinervia,,
141967,75,Andreaea frigida,Icy Rock-moss,
164908,75,Andreaea megistospora,Big-spored Rock-moss,
286543,75,Andreaea megistospora ssp. megistospora,,
190478,75,Andreaea mutabilis,Changeable Rock-moss,
197987,75,Andreaea nivalis,Snow Rock-moss,
26772,75,Andreaea rothii,Dusky Rock-moss,
147646,75,Andreaea rothii agg.,,
156245,75,Andreaea rothii ssp. falcata,,
151677,75,Andreaea rothii ssp. falcata-ssp. rothii intermediate,,
168871,75,Andreaea rothii ssp. rothii,,
13058,75,Andreaea rupestris,Black Rock-moss,
188632,75,Andreaea rupestris agg.,,
255999,75,Andreaea rupestris var. papillosa,,
241423,75,Andreaea rupestris var. papillosa-var. rupestris intermediate,,
130793,75,Andreaea rupestris var. rupestris,,
160196,75,Andreaea sinuosa,Small-spored Rock-moss,
149495,75,Andreaeaceae,,
223856,75,Andreaeales,,
38187,75,Andreaeopsida,,
51868,48,Andrena,,
192618,48,Andrena agilissima,,
48245,48,Andrena apicata,,
63774,48,Andrena clarkella,,
233843,48,Andrena fucata,,
65667,48,Andrena fulva,Tawny Mining Bee,
13786,48,Andrena helvola,,
170783,48,Andrena lapponica,,
26071,48,Andrena praecox,,
257039,48,Andrena synadelpha,,
126782,48,Andrena varians,,
24822,48,Andrena hattorfiana,,
252456,48,Andrena humilis,,
246404,48,Andrena fulvago,,
240734,48,Andrena denticulata,,
226165,48,Andrena fuscipes,,
137205,48,Andrena nigriceps,,
188326,48,Andrena simillima,,
93323,48,Andrena tridentata,,
33647,48,Andrena bicolor,Gwynne's Mining Bee,
141446,48,Andrena ruficrus,,
223173,48,Andrena labialis,,
215762,48,Andrena bucephala,,
236331,48,Andrena ferox,Oak Mining Bee,
35144,48,Andrena rosae,,
80104,48,Andrena scotica,,
288544,48,Andrena stragulata,,
53711,48,Andrena trimmerana,Trimmer's Mining Bee,
80000,48,Andrena argentata,,
211794,48,Andrena barbilabris,,
186387,48,Andrena marginata,,
53162,48,Andrena cineraria,Grey Mining Bee,
222409,48,Andrena nigroaenea,,
13270,48,Andrena nigroaenea ssp. nigroaenea,,
57350,48,Andrena nigroaenea ssp. sarnia,,
161805,48,Andrena nitida,,
220111,48,Andrena thoracica,,
72812,48,Andrena vaga,,
88498,48,Andrena alfkenella,,
147471,48,Andrena falsifica,,
58862,48,Andrena floricola,,
169982,48,Andrena minutula,,
215649,48,Andrena minutuloides,,
245220,48,Andrena nana,,
141923,48,Andrena nanula,,
167212,48,Andrena niveata,,
5463,48,Andrena proxima,,
125878,48,Andrena semilaevis,,
243276,48,Andrena subopaca,,
117647,48,Andrena chrysosceles,,
28771,48,Andrena nitidiuscula,,
118839,48,Andrena coitana,,
41920,48,Andrena bimaculata,,
133060,48,Andrena nigrospina,,
16338,48,Andrena pilipes,,
116584,48,Andrena tibialis,,
245952,48,Andrena labiata,Girdled Mining Bee,
225394,48,Andrena florea,,
127543,48,Andrena polita,,
183416,48,Andrena tarsata,Tormentil Mining Bee,
101543,48,Andrena angustior,,
95541,48,Andrena congruens,,
185267,48,Andrena dorsata,,
65671,48,Andrena lepida,,
23207,48,Andrena lathyri,,
53139,48,Andrena ovatula,,
155580,48,Andrena similis,,
229606,48,Andrena wilkella,,
235546,48,Andrena haemorrhoa,Early Mining Bee,
157280,48,Andrena flavipes,Yellow Legged Mining Bee,
52635,48,Andrena gravida,Banded Mining Bee,
288780,48,Andrena pilipes,,
220031,16,Andresia,,
337132,16,Andresia parthenopea,,
332115,16,Andresiidae,,
11689,48,Andricus,,
145498,48,Andricus aestivalis,,
51818,48,Andricus albopunctatus,,
243569,48,Andricus albopunctatus f. agamic,,
153764,48,Andricus albopunctatus f. sexual,,
146511,48,Andricus ambiguus,,
43453,48,Andricus amenti,,
107541,48,Andricus amenti f. agamic,,
47061,48,Andricus amenti f. sexual,,
165988,48,Andricus anthracina,,
188991,48,Andricus anthracina agamic,,
239941,48,Andricus anthracina sexual,,
241223,48,Andricus aries,,
211945,48,Andricus aries f. agamic,,
219214,48,Andricus aries f. sexual,,
204069,48,Andricus callidoma,,
69939,48,Andricus callidoma f. agamic,,
237810,48,Andricus callidoma f. sexual,,
155808,48,Andricus clementinae,,
204435,48,Andricus corruptrix,,
206685,48,Andricus corruptrix f. agamic,,
107374,48,Andricus corruptrix f. sexual,,
256476,48,Andricus curvator,,
247011,48,Andricus curvator f. agamic,,
134682,48,Andricus curvator f. sexual,,
246185,48,Andricus fecundator,,
73691,48,Andricus fecundator f. agamic,,
258809,48,Andricus fecundator f. sexual,,
332642,48,Andricus gemmeus,,
335970,48,Andricus gemmeus f. sexual,,
170392,48,Andricus gemmicola,,
133449,48,Andricus gemmicola f. agamic,,
222897,48,Andricus gemmicola f. sexual,,
143562,48,Andricus glandulae,,
184260,48,Andricus glandulae f. agamic,,
121190,48,Andricus glandulae f. sexual,,
23134,48,Andricus grossulariae,,
177452,48,Andricus grossulariae f. agamic,,
224264,48,Andricus grossulariae f. sexual,,
199561,48,Andricus inflator,,
258263,48,Andricus inflator f. agamic,,
94072,48,Andricus inflator f. sexual,,
56887,48,Andricus kollari,,
57824,48,Andricus kollari f. agamic,,
85104,48,Andricus kollari f. sexual,,
253811,48,Andricus legitimus,,
200050,48,Andricus legitimus f. agamic,,
167586,48,Andricus legitimus f. sexual,,
124500,48,Andricus lignicola,,
69533,48,Andricus lignicola f. agamic,,
17888,48,Andricus lignicola f. sexual,,
210027,48,Andricus lucidus,,
33409,48,Andricus lucidus f. agamic,,
224506,48,Andricus lucidus f. sexual,,
219158,48,Andricus nudus,,
156299,48,Andricus nudus f. agamic,,
134797,48,Andricus nudus f. sexual,,
19428,48,Andricus ostreus,,
74322,48,Andricus ostreus f. sexual,,
13160,48,Andricus quadrilineatus,,
252640,48,Andricus quadrilineatus f. agamic,,
187200,48,Andricus quadrilineatus f. sexual,,
222370,48,Andricus quercuscalicis,,
130015,48,Andricus quercuscalicis f. agamic,,
86727,48,Andricus quercuscalicis f. sexual,,
156415,48,Andricus quercuscorticis,,
101192,48,Andricus quercuscorticis f. agamic,,
38684,48,Andricus quercuscorticis f. sexual,,
209048,48,Andricus quercusradicis,,
11541,48,Andricus quercusradicis f. agamic,,
187395,48,Andricus quercusradicis f. sexual,,
118566,48,Andricus quercusramuli,,
207146,48,Andricus quercusramuli f. agamic,,
137645,48,Andricus quercusramuli f. sexual,,
88413,48,Andricus rhizomae,,
74243,48,Andricus rhizomae f. agamic,,
231493,48,Andricus rhizomae f. sexual,,
71837,48,Andricus seminationis,,
195778,48,Andricus seminationis f. agamic,,
19226,48,Andricus seminationis f. sexual,,
337894,48,Andricus singularis,,
333142,48,Andricus singularis f. sexual,,
188068,48,Andricus solitarius,,
180002,48,Andricus solitarius f. agamic,,
144146,48,Andricus solitarius f. sexual,,
240290,48,Andricus sufflator,,
177507,48,Andricus testaceipes,,
74919,48,Andricus testaceipes f. agamic,,
39015,48,Andricus testaceipes f. sexual,,
196158,48,Andricus trotteri,,
121241,27,Andromeda,,
160419,27,Andromeda polifolia,Bog-rosemary,
166491,19,Androniscus,,
256641,19,Androniscus dentiger,Rosy Woodlouse,
141689,19,Androniscus roseus,,
43927,27,Andropogon,,
135350,27,Andropogon distachyos,,
36226,27,Androsace,,
137675,27,Androsace maxima,Annual Androsace,
289044,29,Androsaceus,,
78198,29,Androsaceus actinophorus,,
286752,96,Andrya,,
289134,96,Andrya cuniculi,,
8322,27,Andryala,,
79379,27,Andryala integrifolia,Common Andryala,
335589,73,Anekes,,
365801,73,Anekes undulisculpta,,
332540,19,Anelasma,,
183536,19,Anelasma squalicola,,
339460,19,Anelasma squalicola,,
334701,19,Anelasmatidae,,
233587,34,Anelasmocephalus,,
238324,34,Anelasmocephalus cambridgei,,
288883,29,Anellaria,,
201852,29,Anellaria scitula,,
366668,27,Anemanthele lessoniana,,
196090,16,Anemonactis,,
333878,16,Anemonactis mazeli,,
213786,27,Anemone,,
241386,27,Anemone apennina,Blue Anemone,Blue Wood Anemone
180780,27,Anemone blanda,Balkan Anemone,Anemone
59076,27,Anemone coronaria,Poppy Anemone,
167087,27,Anemone hortensis x pavonina = A. x fulgens,,
16257,27,Anemone hupehensis,,
95978,27,Anemone hupehensis x vitifolia = A. x hybrida,Japanese Anemone,
15013,27,Anemone nemorosa,Wood Anemone,
172238,27,Anemone ranunculoides,Yellow Anemone,
126196,27,Anemone sylvestris,Snowdrop Anemone,
9555,27,Anemone vitifolia,,
163515,16,Anemonia,,
338924,16,Anemonia rustica,,
208632,16,Anemonia rustica,,
69650,16,Anemonia sulcata,,
335272,16,Anemonia viridis,,
134509,63,Anepsiomyia,,
107493,63,Anepsiomyia flaviventris,,
113218,53,Anerastia,,
90245,53,Anerastia lotella,,
217669,48,Anergates,,
143544,48,Anergates atratulus,Dark Guest Ant,
241512,27,Anethum,,
181542,27,Anethum graveolens,Dill,
165011,48,Aneuclis,,
137396,48,Aneuclis melanarius,,
75267,48,Aneugmenus,,
123767,48,Aneugmenus coronatus,,
137817,48,Aneugmenus fuerstenbergensis,,
210133,48,Aneugmenus padi,,
86826,48,Aneugmenus temporalis,,
53645,21,Aneumastus,,
208334,21,Aneumastus minor,,
341348,21,Aneumastus pseudotusculus,,
75834,21,Aneumastus stroesei,,
331255,21,Aneumastus stroesei var. lanceolata,,
96709,21,Aneumastus tusculoides,,
290465,21,Aneumastus tusculus,,
335935,21,Aneumastus tusculus var. capitata,,
156585,68,Aneura,,
229912,68,Aneura pinguis,Greasewort,
18656,68,Aneuraceae,,
216406,48,Aneurhynchus,,
242682,48,Aneurhynchus ariadne,,
219197,48,Aneurhynchus coryphe,,
217033,48,Aneurhynchus depressus,,
165489,48,Aneurhynchus fragilis,,
140957,48,Aneurhynchus galesiformis,,
60115,48,Aneurhynchus gracilicornis,,
37753,48,Aneurhynchus longicornis,,
125171,48,Aneurhynchus mese,,
80492,48,Aneurhynchus nodicornis,,
247738,48,Aneurhynchus obliquus,,
163726,48,Aneurhynchus oviventris,,
18266,48,Aneurhynchus pentatomus,,
158919,48,Aneurhynchus ruficornis,,
162582,62,Aneurus,,
63813,62,Aneurus avenius,,
175708,62,Aneurus laevis,,
90408,63,Anevrina,,
226237,63,Anevrina curvinervis,,
39789,63,Anevrina thoracica,,
93534,63,Anevrina unispinosa,,
31109,63,Anevrina urbana,,
86094,27,Angelica,,
182475,27,Angelica archangelica,Garden Angelica,
240609,27,Angelica pachycarpa,Portuguese Angelica,
91046,27,Angelica sylvestris,Wild Angelica,
109178,53,Angerona,,
186859,53,Angerona prunaria,Orange Moth,
235032,63,Angiometopa,,
60435,63,Angiometopa falleni,,
224156,63,Angioneura,,
109796,63,Angioneura acerba,,
205180,63,Angioneura cyrtoneurina,,
14664,83,Anguidae,,
73924,10,Anguilla,,
46466,10,Anguilla anguilla,European Eel,Eel
335649,86,Anguillicolidae,,
336377,86,Anguillicolinae,,
337521,86,Anguillicoloides,,
367365,86,Anguillicoloides crassus,,
177059,10,Anguillidae,,
33265,10,Anguilliformes,,
90552,29,Anguillospora,,
30455,29,Anguillospora crassa,,
223786,29,Anguillospora curvula,,
181639,29,Anguillospora filiformis,,
215792,29,Anguillospora flagellifera,,
75924,29,Anguillospora furtiva,,
130992,29,Anguillospora fustiformis,,
66816,29,Anguillospora gigantea,,
213505,29,Anguillospora lanceolata,,
149291,29,Anguillospora longissima,,
246123,29,Anguillospora rosea,,
93327,86,Anguina,,
235390,86,Anguina agrostis,,
201246,86,Anguina brenani,,
41230,86,Anguina graminis,,
55935,86,Anguina sp.,,
144003,86,Anguina tritici,,
48243,11,Anguinella,,
229575,11,Anguinella palmata,,
14721,86,Anguinidae,,
104221,83,Anguis,,
115639,83,Anguis fragilis,Slow-worm,
74037,19,Angulorostrum,,
135187,19,Angulorostrum segonzaci,,
92024,73,Anidolyta,,
126193,73,Anidolyta duebenii,,
202597,19,Anilocra,,
171974,19,Anilocra frontalis,,
133347,19,Anilocra physodes,,
106890,102,Animalia,,
331504,19,Animoceradocus,,
341497,19,Animoceradocus semiserratus,,
240629,29,Aniptodera,,
197149,29,Aniptodera fusiformis,,
286227,19,Anisarthrus,,
290619,19,Anisarthrus pelseneeri,,
197434,48,Aniseres,,
128907,48,Aniseres lapponicus,,
177178,48,Aniseres pallipes,,
138530,1,Anisitsiellidae,,
111014,48,Anisobas,,
67809,48,Anisobas cingulatellus,,
60481,48,Anisobas platystylus,,
97801,39,Anisodactylus,,
64256,39,Anisodactylus binotatus,,
100614,39,Anisodactylus nemorivagus,Heath Short-spur,
73115,39,Anisodactylus poeciloides,Saltmarsh Short-spur,
255166,27,Anisodontea,,
24264,27,Anisodontea scabrosa,,
