id,INFORMAL_GROUP_ID,RECOMMENDED_SCIENTIFIC_NAME,COMMON_NAME,SYNONYM
336063,73,Caenogastropoda,,
341784,73,Cardiidae,,
341127,73,Decapodiformes,,
331945,73,Dexiarchia,,
341677,2,Enteropneusta,,
341545,73,Euheterodonta,,
339937,73,Heterobranchia,,
340640,73,Pulmonata,,
336166,73,Seguenzioidea,,
334368,73,Trochidae,,
338322,73,Vetigastropoda,,
336281,91,Aaptos,,
337389,91,Aaptos simplex,,
35105,1,Abacarus,,
129864,1,Abacarus hystrix,,
367131,5,Abarenicola,,
366554,5,Abarenicola claparedi,,
89182,39,Abax,,
84339,39,Abax parallelepipedus,,
146916,39,Abax parallelus,,
232321,39,Abdera,,
137903,39,Abdera affinis,,
250892,39,Abdera biflexuosa,,
130792,39,Abdera flexuosa,,
177763,39,Abdera quadrifasciata,,
124621,39,Abdera triguttata,,
253077,27,Abelia,,
67585,27,Abelia uniflora,,
13758,5,Aberranta,,
21218,5,Aberranta sp.,,
45953,5,Aberrantidae,,
19863,48,Abia,,
257291,48,Abia candens,,
236421,48,Abia sericea,,
53002,73,Abida,,
45867,73,Abida secale,Large Chrysalis Snail,
209997,73,Abida secale ssp. secale,,
70133,18,Abies,,
163603,18,Abies alba,European Silver-fir,Silver Fir
144721,18,Abies amabilis,,
105771,18,Abies cephalonica,Greek Fir,
242784,18,Abies cilicica,Cilician Fir,
166205,18,Abies concolor,Colorado White-fir,Low's Fir
181691,18,Abies concolor var. lowiana,,
108641,18,Abies delavayi,Delavay's Silver-fir,
20709,18,Abies firma,Momi Fir,
38772,18,Abies forrestii,,
366135,18,Abies fraseri,Fraser Fir,
18944,18,Abies grandis,Giant Fir,Grand Fir
257808,18,Abies homolepis,Nikko Fir,
251414,18,Abies koreana,Korean Fir,
94040,18,Abies lasiocarpa,Subalpine Fir,
106236,18,Abies nordmanniana,Caucasian Fir,
206448,18,Abies pinsapo,Spanish Fir,
244195,18,Abies procera,Noble Fir,
110953,18,Abies veitchii,Veitch's Silver-fir,
108208,16,Abietinaria,,
127405,16,Abietinaria abietina,,
57510,16,Abietinaria filicula,,
291004,75,Abietinella,,
288402,75,Abietinella abietina,,
290074,75,Abietinella abietina var. abietina,Fir Tamarisk-moss,
242569,75,Abietinella abietina var. hystricosa,Prickly Tamarisk-moss,
14400,63,Ablabesmyia,,
153116,63,Ablabesmyia longistyla,,
212660,63,Ablabesmyia monilis,,
226874,63,Ablabesmyia phatta,,
157235,48,Ablaxia,,
111762,48,Ablaxia anaxenor,,
176246,48,Ablaxia megachlora,,
220805,48,Ablaxia parviclava,,
236770,48,Ablaxia squamifera,,
74501,48,Ablaxia temporalis,,
158402,86,Ablechroiulus,,
64509,86,Ablechroiulus broughtonalcocki,,
48050,86,Ablechroiulus paraciliatus,,
133380,19,Abludomelita,,
123556,19,Abludomelita gladiosa,,
174028,19,Abludomelita obtusata,,
22635,29,Abortiporus,,
151082,29,Abortiporus biennis,Blushing Rosette,
286433,96,Abothrium,,
287585,96,Abothrium gadi,,
227184,73,Abra,,
339372,73,Abra alba,,
342064,73,Abra longicallus,,
334953,73,Abra nitida,,
69468,73,Abra prismatica,,
367110,73,Abra profundorum,,
366476,73,Abra segmentum,,
104398,73,Abra tenuis,,
8705,39,Abraeus,,
99629,39,Abraeus granulum,,
97618,39,Abraeus perpusillus,,
178545,10,Abramis,,
118420,10,Abramis brama,Common Bream,Bronze Bream
366482,10,Abramis brama x Blicca bjoerkna,Common Bream x Silver Bream,
100112,10,Abramis brama x Leuciscus idus,Common Bream x Orfe,
141106,10,Abramis brama x Rutilus rutilus,Common Bream x Roach,
237240,10,Abramis brama x Scardinius erythrophthalmus,Common Bream x Rudd,
92985,53,Abraxas,,
154507,53,Abraxas grossulariata,Magpie,Magpie Moth
207835,53,Abraxas pantaria,Light Magpie,
51448,53,Abraxas sylvata,Clouded Magpie,
154165,1,Abrolophus,,
240597,1,Abrolophus rubipes,,
145933,1,Abrolophus schweizeri,,
153684,53,Abrostola,,
83663,53,Abrostola tripartita,Spectacle,
88255,53,Abrostola triplasia,Dark Spectacle,
14133,29,Abrothallus,,
314069,29,Abrothallus bertianus,,
134289,29,Abrothallus caerulescens,,
166524,29,Abrothallus cetrariae,,
137029,29,Abrothallus cladoniae,,
7824,29,Abrothallus microspermus,,
295404,29,Abrothallus parmeliarum,,
295404,67,Abrothallus parmeliarum,,
288974,29,Abrothallus parmotrematis,,
26268,29,Abrothallus prodiens,,
159332,29,Abrothallus suecicus,,
310009,29,Abrothallus usneae,,
165983,29,Abrothallus welwitschii,,
117514,67,Absconditella,,
170238,67,Absconditella annexa,,
37211,67,Absconditella celata,,
160976,67,Absconditella delutula,,
285850,67,Absconditella lignicola,,
170402,67,Absconditella pauxilla,,
191550,67,Absconditella sphagnorum,,
84631,67,Absconditella trivialis,,
60327,29,Absidia,,
109095,29,Absidia blakesleeana,,
290336,29,Absidia caerulea,,
65503,29,Absidia californica,,
214712,29,Absidia corymbifera,,
204518,29,Absidia cylindrospora,,
85344,29,Absidia cylindrospora var. cylindrospora,,
8070,29,Absidia glauca,,
156016,29,Absidia heterospora,,
218393,29,Absidia parricida,,
255703,29,Absidia repens,,
74650,29,Absidia spinosa,,
125896,29,Absidia spinosa var. spinosa,,
236373,29,Absidia verticillata,,
128848,48,Absyrtus,,
58027,48,Absyrtus vernalis,,
9345,48,Absyrtus vicinator,,
159526,27,Abutilon,,
36658,27,Abutilon malvifolium,,
46988,27,Abutilon pictum,Chinese-lantern,
173995,27,Abutilon theophrasti,Velvetleaf,
331735,16,Abylidae,,
338228,16,Abylinae,,
335317,16,Abylopsinae,,
233581,16,Abylopsis,,
215269,16,Abylopsis tetragona,,
139492,5,Abyssidrilus,,
116260,5,Abyssidrilus profundus,,
366781,5,Abyssoninoe,,
366016,5,Abyssoninoe hibernica,,
367290,5,Abyssoninoe scopa,,
333573,19,Abyssorchomene,,
334578,19,Abyssorchomene abyssorum,,
7171,27,Acacia,,
119905,27,Acacia falciformis,Hickory Wattle,
87285,27,Acacia melanoxylon,Australian Blackwood,
201663,27,Acacia micrantha,,
188384,27,Acacia retinodes,,
55509,27,Acaena,,
197207,27,Acaena anserinifolia,Bronze Pirri-pirri-bur,
42418,27,Acaena anserinifolia x inermis,,
229446,27,Acaena caesiiglauca,Glaucous Pirri-pirri-bur,
57315,27,Acaena hieronymi,,
151498,27,Acaena inermis,Spineless Acaena,
164729,27,Acaena magellanica,,
128595,27,Acaena microphylla,,
136654,27,Acaena novae-zelandiae,Pirri-pirri-bur,
163899,27,Acaena ovalifolia,Two-spined Acaena,
236556,27,Acaena ovina,Sheep's-bur,
228605,27,Acaena pinnatifida,,
69371,27,Acaena sericea,,
61861,27,Acaena splendens,,
39110,48,Acaenitus,,
201834,48,Acaenitus dubitator,,
58553,19,Acaenomolgus,,
68901,19,Acaenomolgus protulae,,
141642,19,Acaeroplastes,,
174998,19,Acaeroplastes melanurus,,
103665,1,Acalitus,,
86934,1,Acalitus brevitarsus,,
236449,1,Acalitus calycophthirus,,
132327,1,Acalitus essigi,,
129318,1,Acalitus longisetosus,,
179484,1,Acalitus phloeocoptes,,
41117,1,Acalitus plicans,,
98660,1,Acalitus rudis,,
184884,1,Acalitus stenaspis,,
117606,39,Acalles,,
253387,39,Acalles misellus,,
188283,39,Acalles ptinoides,,
128109,62,Acalypta,,
256568,62,Acalypta brunnea,,
6646,62,Acalypta carinata,,
128554,62,Acalypta nigrina,,
193680,62,Acalypta parvula,,
242519,62,Acalypta platycheila,,
334312,63,Acalyptrata,,
224954,39,Acalyptus,,
82141,39,Acalyptus carpini,,
30882,63,Acamptocladius,,
176362,63,Acamptocladius reissi,,
141090,63,Acamptocladius submontanus,,
9749,16,Acanella,,
291374,16,Acanella arbuscula,,
291499,16,Acanella eburnea,,
288833,48,Acanopsilus,,
285815,48,Acanopsilus clavatus,,
286603,48,Acanopsilus heterocerus,,
97281,48,Acanosema,,
58510,48,Acanosema alpestre,,
18193,48,Acanosema flavipes,,
220739,48,Acanosema nervosa,,
185770,48,Acanosema producta,,
224688,48,Acanosema reitteri,,
113460,27,Acanthaceae,,
286081,91,Acanthella,,
220335,91,Acanthella multiformis,,
334224,19,Acanthephyra,,
84686,19,Acanthephyra pelagica,,
340835,19,Acanthephyra purpurea,,
339104,19,Acanthephyridae,,
251265,5,Acanthicolepis,,
113410,5,Acanthicolepis asperrima,,
63633,73,Acanthinula,,
21580,73,Acanthinula aculeata,Prickly Snail,
197618,63,Acanthiophilus,,
162853,63,Acanthiophilus helianthi,,
317795,9,Acanthis,,
317195,9,Acanthis cabaret,Lesser Redpoll,
317077,9,Acanthis flammea,Common (Mealy) Redpoll,Redpoll
317225,9,Acanthis flammea ssp. flammea,Mealy Redpoll,
317433,9,Acanthis flammea ssp. islandica,Iceland Redpoll,
316981,9,Acanthis flammea ssp. rostrata,Greenland Redpoll,
317778,9,Acanthis flammeacabaret,Redpoll (Common\Lesser),
317143,9,Acanthis hornemanni,Arctic Redpoll,
317851,9,Acanthis hornemanni ssp. exilipes,,
317025,9,Acanthis hornemanni ssp. hornemanni,Arctic Redpoll,Hornemann's Redpoll
286397,96,Acanthobothrium,,
288031,96,Acanthobothrium coronatum,,
287712,96,Acanthobothrium dujardinii,,
286586,96,Acanthobothrium edwardsi,,
287847,96,Acanthobothrium filicolle,,
288554,96,Acanthobothrium quadripartitum,,
287801,96,Acanthobothrium rajaebatis,,
288336,96,Acanthobothrium tripartitum,,
336755,73,Acanthocardia,,
156289,73,Acanthocardia aculeata,,
238715,73,Acanthocardia echinata,Prickly Cockle,
340430,73,Acanthocardia paucicostata,,
22204,73,Acanthocardia tuberculata,Rough Cockle,
80789,21,Acanthoceras,,
107642,21,Acanthoceras madeburgensis,,
286817,21,Acanthocerataceae,,
337836,73,Acanthochitona,,
241310,73,Acanthochitona crinita,,
241312,73,Acanthochitona discrepans,,
32487,73,Acanthochitona fascicularis,,
339810,73,Acanthochitonidae,,
335482,73,Acanthochitonina,,
164916,19,Acanthochondria,,
61641,19,Acanthochondria clavata,,
335250,19,Acanthochondria cornuta,,
335118,19,Acanthochondria limandae,,
340773,19,Acanthochondria soleae,,
246413,19,Acanthochondrites,,
92535,19,Acanthochondrites annulatus,,
240396,39,Acanthocinus,,
15829,39,Acanthocinus aedilis,Timberman Beetle,Timberman
285742,96,Acanthocirrus,,
290114,96,Acanthocirrus retirostris,,
21919,63,Acanthocnema,,
51677,63,Acanthocnema glaucescens,,
191552,63,Acanthocnema nigrimana,,
217898,3,Acanthococcus,,
290505,62,Acanthococcus,,
232712,3,Acanthococcus aciculiferus,,
286341,62,Acanthococcus azaleae,Azalea Bark Scale,
125327,62,Acanthococcus devoniensis,,
317103,62,Acanthococcus insignis,,
285620,99,Acanthocolpidae,,
77488,19,Acanthocyclops,,
367396,19,Acanthocyclops bicuspidatus,,
367067,19,Acanthocyclops bisetosus,,
32180,19,Acanthocyclops crassicaudis,,
239995,19,Acanthocyclops gigas,,
365818,19,Acanthocyclops languidoides,,
367107,19,Acanthocyclops languidus,,
365772,19,Acanthocyclops latipes,,
21295,19,Acanthocyclops robustus,,
163156,19,Acanthocyclops robustus ssp. robustus,,
96022,19,Acanthocyclops sensitivus,,
178481,19,Acanthocyclops venustus,,
173056,19,Acanthocyclops venustus ssp. venustus,,
224235,19,Acanthocyclops vernalis,,
367262,19,Acanthocyclops viridis,,
333558,19,Acanthocythereis,,
147679,19,Acanthocythereis dunelmensis,,
233007,30,Acanthodasys,,
158835,30,Acanthodasys aculeatus,,
198414,30,Acanthodasys arcassonensis,,
211302,62,Acanthodelphax,,
238572,62,Acanthodelphax denticauda,,
332008,73,Acanthodoris,,
338891,73,Acanthodoris pilosa,,
140643,5,Acanthodrilidae,,
290921,16,Acanthogorgia,,
289995,16,Acanthogorgia armata,,
334818,16,Acanthogorgia granulata,,
291187,16,Acanthogorgia hirsuta,,
286577,16,Acanthogorgia truncata,,
340602,16,Acanthogorgiidae,,
335936,3,Acanthoica,,
339423,21,Acanthoica quattrospina,,
86307,10,Acantholabrus,,
159998,10,Acantholabrus palloni,Scale-rayed Wrasse,
333924,86,Acantholaimus,,
100229,86,Acantholaimus ewensis,,
123569,19,Acantholeberis,,
229193,19,Acantholeberis curvirostris,,
213204,27,Acantholimon,,
208401,27,Acantholimon glumaceum,,
35363,48,Acantholyda,,
205206,48,Acantholyda erythrocephala,,
95105,48,Acantholyda posticalis,,
339685,19,Acanthomysis,,
335768,19,Acanthomysis longicornis,,
252568,29,Acanthonitschkea,,
255573,29,Acanthonitschkea tristis,,
225673,19,Acanthonotozoma,,
341536,19,Acanthonotozoma serratum,,
340929,19,Acanthonotozomatidae,,
189988,29,Acanthophiobolus,,
140826,29,Acanthophiobolus helicosporus,,
234781,53,Acanthopsyche,,
167786,53,Acanthopsyche atra,,
59207,39,Acanthoscelides,,
81442,39,Acanthoscelides obtectus,Dried Bean Beetle,Common Bean Weevil
341096,19,Acanthoscina,,
191456,19,Acanthoscina acanthodes,,
116718,62,Acanthosoma,,
64856,62,Acanthosoma haemorrhoidale,Hawthorn Shieldbug,
205851,62,Acanthosomatidae,,
112558,27,Acanthospermum,,
139815,27,Acanthospermum australe,Spiny-bur,
75572,27,Acanthospermum glabratum,,
339985,11,Acanthostegomorpha,,
69907,29,Acanthostigma,,
105853,29,Acanthostigma ellisii,,
182387,29,Acanthostigma hederae,,
124385,29,Acanthostigma perpusillum,,
176635,29,Acanthostigmella,,
222043,29,Acanthostigmella genuflexa,,
96472,29,Acanthostigmella pallida,,
216455,29,Acanthostigmina,,
166036,29,Acanthostigmina hebridensis,,
207127,61,Acanthothrips,,
235550,61,Acanthothrips nodicornis,,
336205,22,Acanthotrochus,,
333939,22,Acanthotrochus mirabilis,,
244460,58,Acanthoxyla,,
291054,58,Acanthoxyla prasina,,
187859,58,Acanthoxyla prasina ssp. geisovii,Prickly Stick-insect,
151114,58,Acanthoxyla prasina ssp. inermis,Unarmed Stick-insect,
225101,27,Acanthus,,
237598,27,Acanthus mollis,Bear's-breech,
187896,27,Acanthus spinosus,Spiny Bear's-breech,
150009,1,Acarapis,,
16308,1,Acarapis dorsalis,,
72278,1,Acarapis externus,,
150739,1,Acarapis woodi,,
336509,1,Acari,,
203798,1,Acaricalus,,
59538,1,Acaricalus trinotus,,
331458,1,Acariformes,,
289524,1,Acarina,,
337957,91,Acarnidae,,
102883,1,Acarophenacidae,,
183938,1,Acarophenax,,
134954,1,Acarophenax tribolii,,
228769,67,Acarospora,,
50893,67,Acarospora admissa,,
97441,67,Acarospora anomala,,
98577,67,Acarospora badiofusca,,
165996,67,Acarospora benedarensis,,
104494,67,Acarospora brunneola,,
98876,67,Acarospora cervina,,
93219,67,Acarospora complanata,,
60250,67,Acarospora durietzii,,
23338,67,Acarospora fuscata,,
115062,67,Acarospora glaucocarpa,,
71666,67,Acarospora impressula,,
165230,67,Acarospora macrospora,,
244849,67,Acarospora macrospora ssp. macrospora,,
130096,67,Acarospora macrospora ssp. murorum,,
317261,67,Acarospora moenium,,
89665,67,Acarospora nitrophila,,
172947,67,Acarospora peliscypha,,
175981,67,Acarospora rhizobola,,
166753,67,Acarospora scaberrima,,
235747,67,Acarospora sinopica,,
104017,67,Acarospora subrufula,,
236850,67,Acarospora umbilicata,,
317175,67,Acarospora umbilicata f. congredians,,
131584,67,Acarospora veronensis,,
168481,67,Acarosporaceae,,
178988,29,Acarosporales,,
38032,90,Acartauchenius,,
98952,90,Acartauchenius scurrilis,,
83229,19,Acartia,,
218411,19,Acartia bifilosa,,
218094,19,Acartia bifilosa ssp. bifilosa,,
334525,19,Acartia tonsa,,
331242,19,Acartia,,
338144,19,Acartia danae,,
334768,19,Acartia negligens,,
340381,19,Acartia clausi,,
258766,19,Acartia discaudata,,
333870,19,Acartia lefevreae,,
338150,19,Acartia longiremis,,
251702,19,Acartia margalefi,,
339958,19,Acartiidae,,
60595,63,Acartophthalmidae,,
79208,63,Acartophthalmus,,
93578,63,Acartophthalmus bicolor,,
107001,63,Acartophthalmus nigrinus,,
142221,53,Acasis,,
144904,53,Acasis viretata,Yellow-barred Brindle,
27447,19,Acasta,,
74915,19,Acasta spongites,,
331561,19,Acastinae,,
286336,62,Acaudinum,,
84865,62,Acaudinum centaureae,,
332066,16,Acaulidae,,
228907,16,Acauloides,,
51392,16,Acauloides ammisatum,,
181615,75,Acaulon,,
41173,75,Acaulon muticum,Rounded Pygmy-moss,
220198,75,Acaulon muticum var. mediterraneum,,
174176,75,Acaulon muticum var. muticum,,
172302,75,Acaulon triquetrum,Triangular Pygmy-moss,
97847,29,Acaulopage,,
248794,29,Acaulopage ceratospora,,
228917,29,Acaulopage pectospora,,
20953,29,Acaulopage rhicnospora,,
111160,29,Acaulopage tetraceros,,
194971,29,Acaulopage tetraceros var. longa,,
244805,29,Acaulopage tetraceros var. tetraceros,,
15825,29,Acaulospora,,
75210,29,Acaulospora laevis,,
134393,29,Acaulospora nicolsonii,,
43102,29,Acaulosporaceae,,
287208,99,Accacladocoelium,,
290303,99,Accacladocoelium alveolatum,,
286959,99,Accacladocoelium macrocotyle,,
286766,99,Accacladocoelium nigroflavum,,
288514,99,Accacoeliidae,,
286284,99,Accacoelium,,
289299,99,Accacoelium contortum,,
180198,9,Accipiter,,
151214,9,Accipiter brachyurus,,
151186,9,Accipiter gentilis,Goshawk,Northern Goshawk
251058,9,Accipiter gentilis ssp. atricapillus,,
44097,9,Accipiter gentilis ssp. gentilis,,
244079,9,Accipiter gundlachi,,
205004,9,Accipiter imitator,,
225535,9,Accipiter nanus,,
45861,9,Accipiter nisus,Sparrowhawk,Eurasian Sparrowhawk
185992,9,Accipiter nisus ssp. nisus,,
178574,9,Accipitridae,Kites, hawks, eagles, vultures,
239050,53,Acentria,,
20267,53,Acentria ephemerella,Water Veneer,Small Water-veneer
94451,39,Acentrotypus,,
219769,39,Acentrotypus brunnipes,,
78967,27,Acer,Maple,
38745,27,Acer campestre,Field Maple,
215370,27,Acer cappadocicum,Cappadocian Maple,
365992,27,Acer cissifolium,,
255457,27,Acer davidii,,
83607,27,Acer griseum,,
195794,27,Acer heldreichii,Heldrich's Maple,
73898,27,Acer japonicum,Downy Japanese-maple,
92201,27,Acer macrophyllum,Oregon Maple,
132582,27,Acer mono,,
139808,27,Acer monspessulanum,Montpellier Maple,
19892,27,Acer negundo,Ashleaf Maple,
172078,27,Acer opalus,Italian Maple,
5741,27,Acer palmatum,Smooth Japanese-maple,
159597,27,Acer platanoides,Norway Maple,
111864,27,Acer platanoides 'Drummondii',,
47287,27,Acer platanoides 'Schwedleri',,
99077,27,Acer pseudoplatanus,Sycamore,
160610,27,Acer pseudoplatanus 'Brilliantissimum',,
214410,27,Acer pseudoplatanus forma erythrocarpum,,
78994,27,Acer pseudoplatanus forma purpureum,,
165937,27,Acer pseudoplatanus forma variegatum,,
88663,27,Acer pseudoplatanus 'Leopoldii',,
85522,27,Acer rubrum,Red Maple,
200199,27,Acer rufinerve,Grey-budded Snake-bark-maple,Grey-budded Maple
118303,27,Acer saccharinum,Silver Maple,
16694,27,Acer saccharinum Laciniatum group,,
236585,27,Acer saccharum,Sugar Maple,
112330,27,Acer sempervirens,,
221555,27,Acer tataricum,Tartar Maple,
367270,27,Acer trautvetteri,,
133229,27,Acer truncatum,Shantung Maple,
286640,81,Acerella,,
291394,81,Acerella tiarnea,,
287324,81,Acerentomidae,,
285692,81,Acerentomon,,
286598,81,Acerentomon affine,,
286863,81,Acerentomon bagnalli,,
288334,81,Acerentomon doderoi,,
290837,81,Acerentomon nemorale,,
289107,81,Acerentulus,,
286941,81,Acerentulus confinis,,
191685,1,Aceria,,
239258,1,Aceria aceriscampestris,,
106747,1,Aceria ajugae,,
73322,1,Aceria anceps,,
200126,1,Aceria anthocoptes,,
258786,1,Aceria artemisiae,,
46961,1,Aceria bistriata,,
248362,1,Aceria brevirostris,,
63088,1,Aceria campanulae,,
197064,1,Aceria campestricola,,
166701,1,Aceria centaureae,,
226174,1,Aceria cephalonea,,
79194,1,Aceria cerastii,,
33667,1,Aceria convolvuli,,
196823,1,Aceria crataegi,,
81310,1,Aceria cuscutae,,
251287,1,Aceria dispar,,
40904,1,Aceria dolichosoma,,
141000,1,Aceria drabae,,
195460,1,Aceria echii,,
129261,1,Aceria empetri,,
121467,1,Aceria enantha,,
108238,1,Aceria erinea,,
213580,1,Aceria euaspis,,
116828,1,Aceria euphrasiae,,
19167,1,Aceria exigua,,
201754,1,Aceria ficus,,
60548,1,Aceria filiformis,,
111662,1,Aceria fraxini,,
160274,1,Aceria fraxinivora,,
133740,1,Aceria galiobia,,
182380,1,Aceria genistae,,
5982,1,Aceria geranii,,
248666,1,Aceria gymnoprocta,,
154422,1,Aceria heteronyx,,
128719,1,Aceria hippophaena,,
6643,1,Aceria ilicis,,
186069,1,Aceria iteina,,
72235,1,Aceria jaapi,,
213856,1,Aceria kiefferi,,
27982,1,Aceria lateannulatus,,
77523,1,Aceria laticincta,,
129786,1,Aceria leioprocta,,
198204,1,Aceria linosyrina,,
49782,1,Aceria loewi,,
25333,1,Aceria longiseta,,
6877,1,Aceria lycopersici,,
15757,1,Aceria macrochela,,
193430,1,Aceria macrocheluserinea,,
82562,1,Aceria macrorhyncha,,
33816,1,Aceria macrotrichus,,
119207,1,Aceria macrotuberculata,,
40977,1,Aceria maculifer,,
154796,1,Aceria megacera,,
10106,1,Aceria mentharia,,
112357,1,Aceria myriadeum,,
163589,1,Aceria nalepai,,
102392,1,Aceria nervisequa,,
147188,1,Aceria ononidis,,
70406,1,Aceria origani,,
44541,1,Aceria petanovicae,,
92154,1,Aceria peucedani,,
109077,1,Aceria pilosellae,,
166537,1,Aceria plicator,,
179756,1,Aceria populi,,
124540,1,Aceria pseudoplatani,,
258198,1,Aceria puculosa,,
244403,1,Aceria rechingeri,,
106079,1,Aceria rhodiolae,,
191952,1,Aceria rosalia,,
220109,1,Aceria rubiae,,
82314,1,Aceria rudis,,
127572,1,Aceria salicis,,
197841,1,Aceria salviae,,
73364,1,Aceria sanguisorbae,,
27966,1,Aceria scaber,,
77506,1,Aceria silvicola,,
153626,1,Aceria solida,,
194929,1,Aceria squalida,,
214107,1,Aceria tenella,,
255768,1,Aceria tenuis,,
184449,1,Aceria thomasi,,
229468,1,Aceria tosichella,,
57335,1,Aceria trifolii,,
46253,1,Aceria tristriata,,
95651,1,Aceria tuberculata,,
234860,1,Aceria tulipae,,
164253,1,Aceria ulmi,,
154904,1,Aceria unguiculata,,
18196,1,Aceria varia,,
45164,1,Aceria vermicularis,,
152530,1,Aceria vitalbae,,
30114,1,Aceria yunnanensis,,
291483,62,Acericerus,,
288223,62,Acericerus heydenii,,
157437,62,Acericerus vittifrons,,
159142,28,Acervulina,,
342074,28,Acervulina inhaerens,,
335291,28,Acervulinidae,,
336035,28,Acervulinoidea,,
61219,29,Acervus,,
252447,29,Acervus flavidus,,
339114,73,Acesta,,
366006,73,Acesta excavata,,
203585,62,Acetropis,,
233159,62,Acetropis gimmerthalii,,
331205,5,Achaeta,,
158331,5,Achaeta littoralis,,
122541,48,Achaetoprion,,
180640,48,Achaetoprion ferrugatus,,
143409,48,Achaetoprion madidus,,
258393,48,Achaetoprion pachycerus,,
244726,48,Achaetoprion triplicatus,,
91322,19,Achaeus,,
253751,19,Achaeus cranchii,Cranch's Spider Crab,
105553,48,Achaius,,
217068,48,Achaius margineguttatus,,
58196,48,Achaius oratorius,,
184549,63,Achalcus,,
135036,63,Achalcus bimaculatus,,
221406,63,Achalcus britannicus,,
226285,63,Achalcus cinereus,,
17024,63,Achalcus flavicollis,,
168667,63,Achalcus melanotrichus,,
49464,63,Achalcus thalhammeri,,
253726,63,Achalcus vaillanti,,
119378,63,Achanthiptera,,
45681,63,Achanthiptera rohrelliformis,,
338571,19,Achelata,,
246600,88,Achelia,,
5662,88,Achelia echinata,,
81770,88,Achelia hispida,,
62058,88,Achelia laevis,,
131696,88,Achelia simplex,,
239738,88,Achelia vulgaris,,
254711,39,Achenium,,
46372,39,Achenium depressum,,
141544,39,Achenium humile,,
98874,53,Acherontia,,
14141,53,Acherontia atropos,Death's-head Hawk-moth,
150048,54,Acheta,,
130597,54,Acheta domesticus,House Cricket,
219676,27,Achillea,,
77300,27,Achillea ageratum,Sweet Yarrow,
25970,27,Achillea alpina,,
104041,27,Achillea aspleniifolia,,
206889,27,Achillea cartilaginea,,
18734,27,Achillea cretica,Chamomile-leaved Lavender-cotton,
75115,27,Achillea crithmifolia,,
174106,27,Achillea decolorans,Serrated Yarrow,
152689,27,Achillea distans,Tall Yarrow,
152655,27,Achillea distans ssp. tanacetifolia,,
28294,27,Achillea filipendulina,Fern-leaf Yarrow,
145084,27,Achillea grandifolia,,
189287,27,Achillea ligustica,Southern Yarrow,
143161,27,Achillea micrantha,,
123831,27,Achillea millefolium,Yarrow,
243970,27,Achillea nobilis,Noble Yarrow,
73880,27,Achillea ochroleuca,,
232425,27,Achillea pannonica,,
186608,27,Achillea ptarmica,Sneezewort,
44080,27,Achillea santolina,,
55046,27,Achillea tomentosa,Yellow Milfoil,
167910,1,Achipteria,,
34890,1,Achipteria coleoptrata,,
227394,1,Achipteria hasticeps,,
34934,1,Achipteria nitens,,
76572,1,Achipteria redux,,
223723,1,Achipteriidae,,
250255,14,Achlya,,
188127,53,Achlya,,
209972,14,Achlya ambisexualis,,
159983,14,Achlya americana,,
288706,14,Achlya androgyna,,
41394,14,Achlya apiculata,,
161520,14,Achlya bisexualis,,
207670,14,Achlya bispora,,
139909,14,Achlya caroliniana,,
237446,14,Achlya colorata,,
205253,14,Achlya debaryana,,
233042,14,Achlya dubia,,
84010,14,Achlya flagellata,,
26146,53,Achlya flavicornis,Yellow Horned,
204201,53,Achlya flavicornis ssp. flavicornis,,
149803,53,Achlya flavicornis ssp. galbanus,,
159202,53,Achlya flavicornis ssp. scotica,,
111316,14,Achlya glomerata,,
189312,14,Achlya hypogyna,,
113124,14,Achlya imperfecta,,
126543,14,Achlya lobata,,
16469,14,Achlya megasperma,,
106978,14,Achlya oblongata,,
216259,14,Achlya oligocantha,,
111698,14,Achlya orion,,
72357,14,Achlya pinnulata,,
117349,14,Achlya polyandra,,
14566,14,Achlya racemosa,,
159707,14,Achlya radiosa,,
197367,14,Achlya recurva,,
109941,14,Achlya sparrowii,,
5378,14,Achlya spinosa,,
217219,14,Achlya treleaseana,,
156044,14,Achlya turfosa,,
192533,21,Achnanthaceae,,
341814,21,Achnanthales,,
88341,21,Achnanthes,,
336879,21,Achnanthes,,
24229,21,Achnanthes angustata,,
40210,21,Achnanthes aperta,,
55675,21,Achnanthes austriaca,,
162034,21,Achnanthes austriaca var. parallela,,
71090,21,Achnanthes austriaca var. ventricosa,,
331278,21,Achnanthes bahusiensis,,
235700,21,Achnanthes bicapitata,,
70198,21,Achnanthes borealis,,
237304,21,Achnanthes boyei,,
339921,21,Achnanthes bremeyeri,,
192968,21,Achnanthes brevipes,,
144618,21,Achnanthes brevipes var. intermedia,,
339202,21,Achnanthes carissima,,
333981,21,Achnanthes chlidanos,,
158239,21,Achnanthes coarctata,,
229444,21,Achnanthes coarctata var. elliptica,,
167071,21,Achnanthes coarctata var. sinaensis,,
64242,21,Achnanthes conspicua,,
19108,21,Achnanthes conspicua var. brevistriata,,
195221,21,Achnanthes curtissima,,
192590,21,Achnanthes danica,,
337626,21,Achnanthes delicatula,,
334481,21,Achnanthes delicatula var. hauckiana,,
112277,21,Achnanthes depressa,,
333853,21,Achnanthes didyma fo. didyma,,
333773,21,Achnanthes dispar,,
230866,21,Achnanthes distincta,,
139188,21,Achnanthes divergens,,
18378,21,Achnanthes exigua,,
64673,21,Achnanthes exigua var. heterovalva,,
